YEAR_MONTH,PRACTICE_NAME
202206,ASHVILLE SURGERY
202206,HOWDALE SURGERY
202206,SHERINGHAM MEDICAL PRACTICE
202206,HARLOW ROAD SURGERY
202206,INGREBOURNE MEDICAL CENTRE
202206,ELMBANK SURGERY
202206,LANGSTONE WAY SURGERY
202206,DOWNSFIELD MEDICAL CENTRE
202206,KINGSHURST MEDICAL PRACTICE
202206,MORETON HEALTH CLINIC
202206,ABBEY MEADS MEDICAL PRACT
202206,MARAZION SURGERY
202206,BROOMFIELD PARK MED.CTR.
202206,LANE ENDS SURGERY
202206,WARWICKSHIRE GP OOH
202206,HV RICHMONDSHIRE
202206,THE STRAND MEDICAL CENTRE
202206,COMMUNITY MAS BICS
202206,BEWBUSH MEDICAL CENTRE
202206,OLD SCHOOL SURGERY
202206,BECKINGTON FAMILY PRACTICE
202206,CLARENCE MEDICAL CENTRE
202206,MERTON LODGE SURGERY
202206,CULVERHAY SURGERY
202206,SUTTON VALENCE GROUP PRACTICE
202206,WALTHAM ROAD MEDICAL CENTRE
202206,SHEPLEY HEALTH CENTRE
202206,THE SOUTH LAMBETH RD PRACTICE
202206,CANBURY MEDICAL CENTRE
202206,URGENT TREATMENT CENTRE
202206,SOHO SQUARE GENERAL PRACTICE
202206,THE PINNER ROAD SURGERY
202206,THE PRACTICE FELTHAM
202206,HONEYPOT MEDICAL CENTRE
202206,THE BRIMINGTON SURGERY
202206,JAMES WIGG PRACTICE
202206,SILTON SURGERY
202206,FINCHAMPSTEAD PRACTICE
202206,MELROSE SURGERY
202206,CROPREDY SURGERY
202206,ANGLIA COMMUNITY EYE SERVICE
202206,EARL MOUNTBATTEN HOSPICE
202206,THE FRIARY SURGERY
202206,WINGATE MEDICAL CENTRE
202206,SUNNYSIDE MEDICAL CENTRE
202206,PENNINE CARE
202206,ROTHERHAM COMMUNITY ELDERLY MEDICINE
202206,WIDNES WALK IN CENTRE
202206,NMS CGL NOTTINGHAMSHIRE
202206,BRUNEL MEDICAL PRACTICE
202206,THE CRANBORNE PRACTICE
202206,CAISTOR HEALTH CENTRE
202206,HANDSWORTH MEDICAL PRACT.
202206,THE BURNS PRACTICE
202206,THORNE MOOR MEDICAL PRACTICE
202206,QUEENSWAY MEDICAL CENTRE
202206,BATLEY HEALTH CENTRE SURGERY
202206,BRIXTON HILL GROUP PRACTICE
202206,ST CHADS MEDICAL PRACTICE
202206,CHILDREN'S SERVICES
202206,DENTON MEDICAL PRACTICE
202206,LONGSHOOT MEDICAL PRACTICE
202206,STAINES HEALTH GROUP
202206,STOCK SURGERY
202206,THE GRAHAM PRACTICE
202206,LIBERTY BRIDGE ROAD PRACTICE
202206,URGENT CARE CENTRE (NELFT)
202206,LANCELOT MEDICAL CENTRE
202206,"DR CANISIUS & DR HASAN, PARKVIEW CFH&W"
202206,CASSIDY ROAD MEDICAL CENTRE
202206,LADY MARGARET ROAD MEDICAL CENTRE
202206,STAFFA HEALTH
202206,VERNON STREET MEDICAL CTR
202206,EASTERN CHESHIRE OOH SERVICE
202206,BELLE VALE HEALTH CENTRE
202206,ISLINGTON HOUSE MEDICAL CENTRE
202206,UNIVERSITY MEDICAL GROUP
202206,CHILTERN HOUSE MED CENTRE
202206,OAKS HEALTHCARE
202206,CANTERBURY-COASTAL GROUP
202206,NORTH SHOEBURY SURGERY
202206,CHILDREN AND FAMILIES DIVISION
202206,EAST LANCS MEDICAL SERVICE OOH
202206,WORKING AGE ADULTS-RIKENEL
202206,STOUR SURGERY
202206,WYKE REGIS & LANEHOUSE MEDICAL PRACTICE
202206,BILLINGSHURST SURGERY
202206,CHURCH WALK SURGERY
202206,LIQUORPOND SURGERY
202206,ST. JOHNS MEDICAL CENTRE
202206,NETTLEHAM MEDICAL PRACTICE
202206,GRANGE MEDICAL CENTRE
202206,BINGLEY MEDICAL PRACTICE
202206,HUCCLECOTE SURGERY
202206,MINCHINHAMPTON SURGERY
202206,PHOENIX MEDICAL PRACTICE
202206,BRAESIDE SURGERY
202206,PSICON
202206,OPHTHALMOLOGY-COT-JG
202206,THE NEW MILL STREET SURGERY
202206,END OF LIFE & PALLIATIVE CARE SERVICE
202206,BLYTH'S MEADOW SURGERY
202206,THE FRESHFORD PRACTICE
202206,BOUGHTON SURGERY
202206,THE BLITHEHALE MED.CTR.
202206,CHALKHILL FAMILY PRACTICE
202206,SOUTH DOC VIRTUAL SERVICES
202206,THE GREY ROAD SURGERY
202206,BARCROFT MEDICAL CENTRE
202206,WILLEN HOSPICE
202206,BUTE HOUSE MEDICAL CENTRE
202206,HARSTON SURGERY
202206,BULKINGTON SURGERY
202206,CATS - VERULAM GYNAECOLOGY
202206,BLACKPOOL LOCALITY CHS
202206,RIBBLESDALE MEDICAL PRACTICE
202206,PRIMROSE SURGERY
202206,DR A SINHA
202206,42 KINGSWAY
202206,RED BANK GROUP PRACTICE
202206,ACCIDENT AND EMERGENCY WWL
202206,IC24 LTD (BRIGHTON & HOVE OOH)
202206,BMI-THE SLOANE HOSPITAL
202206,SHROPSHIRE COMMUNITY HEALTH NHS TRUST
202206,PHOENIX HEALTH SOLUTIONS LTD
202206,ST HELENS & KNOWSLEY EIT
202206,OLDER AGE - FIELDVIEW
202206,THE WOODLAND MEDICAL PRACTICE
202206,LOFTHOUSE SURGERY
202206,CASTLECROFT MEDICAL PRACTICE
202206,AYLESFORD MEDICAL CENTRE
202206,CARDIOLOGY INVICTA
202206,UPWELL STREET SURGERY
202206,OAKFIELD SURGERY
202206,HACKBRIDGE MEDICAL CENTRE
202206,THE ADDISCOMBE SURGERY
202206,GLEBE ROAD SURGERY
202206,THE HERON PRACTICE
202206,NEWHAM VICARAGE PRACTICE
202206,BARKING MEDICAL GROUP PRACTICE
202206,WILLOW TREE FAMILY DOCTORS
202206,CALOW AND BRIMINGTON PRACTICE
202206,BRAILSFORD & HULLAND MEDICAL PRACTICE
202206,NECHELLS PRACTICE
202206,RAMSEY HEALTH CARE UK
202206,ICDS
202206,BARTLEMAS SURGERY
202206,19 BEAUMONT STREET SURGERY
202206,LODDON VALE PRACTICE
202206,NEWPORT HEALTH CENTRE
202206,BEVERLEY URGENT CARE CENTRE OOH
202206,THE RYAN MEDICAL CENTRE
202206,RIBBLETON MEDICAL CENTRE
202206,ASH TREE HOUSE SURGERY
202206,SAME DAY HEALTH CNTRE COASTAL HEALTHCARE
202206,CEDAR MEDICAL PRACTICE
202206,SAME DAY EMERGENCY CARE
202206,KENSINGTON AND CHELSEA DAWS
202206,WIRRAL HEART SUPPORT
202206,HOMERTON NMP'S
202206,THE BOWERY MEDICAL CENTRE
202206,CALDER COMMUNITY PRACTICE
202206,THE MAGNA GROUP PRACTICE
202206,PGPA IMPROVED ACCESS NORTH
202206,PARTNERSHIP NORTH
202206,PARK ROAD GROUP PRACTICE
202206,MARTIN HOUSE HOSPICE
202206,DR G LEES & PARTNERS
202206,THE SCOTT PRACTICE
202206,DRUG AND ALCOHOL ACTION TEAM
202206,KINGSTON HEALTH CENTRE
202206,PETERLOO MEDICAL CENTRE
202206,MEDLOCK VALE MEDICAL PRACTICE
202206,PORTOBELLO MEDICAL CENTRE
202206,SHAKESPEARE HEALTH CENTRE
202206,GLOUCESTER ROAD SURGERY
202206,LAWTON HOUSE SURGERY
202206,WESTMORELAND GP CENTRE
202206,PARK VIEW
202206,JUBILEE FIELD SURGERY
202206,BRAMINGHAM PARK MEDICAL CENTRE
202206,NORTH BRINK PRACTICE
202206,THE GABLES MEDICENTRE
202206,WEST END ROAD SURGERY
202206,UPPER LEA VALLEY EXT ACCESS HUB
202206,DAVENPORT HOUSE SURGERY
202206,NORTH BEVERLEY MEDICAL CENTRE
202206,HELMSLEY SURGERY
202206,C.V.W. CASTLEBERG 1
202206,LOCALA KIRKLEES SEXUAL HEALTH SERVICE
202206,THE SPALDING GP SURGERY
202206,NEWLAND SURGERY
202206,BHF LUNDWOOD SURGERY
202206,ROSE MEDICAL PRACTICE
202206,CLOVER HEALTH CENTRE
202206,CATOR MEDICAL CENTRE
202206,DEANE MEDICAL CENTRE
202206,LITTLETOWN FAMILY MED PRACT
202206,THE PARK SURGERY
202206,SUDBURY SURGERY
202206,DOWSETT ROAD SURGERY
202206,KINGS CROSS SURGERY
202206,QUESLETT MEDICAL CENTRE
202206,OHP LORDSWOOD EXTENDED ACCESS HUB
202206,MEADOWSIDE MEDICAL CENTRE
202206,HASLINGTON SURGERY
202206,NORTHLANDS SURGERY
202206,MALTHOUSE SURGERY
202206,VALE OF RED HORSE
202206,WOOLSTON LODGE SURGERY
202206,RED AND GREEN PRACTICE
202206,THE LOUGHTON SURGERY
202206,FAIRBROOK MEDICAL CENTRE
202206,MUCH HADHAM HEALTH CENTRE
202206,NORTHPOINT
202206,WORDEN MEDICAL CENTRE
202206,"DR A NAEEM & PARTNERS,THE NEW SURGERY"
202206,HASSENGATE MEDICAL CENTRE
202206,MCH CHILDREN'S SERVICE
202206,RASTRICK HEALTH CENTRE
202206,OLD FARM SURGERY
202206,HOVE MEDICAL CENTRE
202206,SEVEN DIALS MEDICAL CENTRE
202206,POLDEN MEDICAL PRACTICE
202206,WHITE ROSE SURGERY
202206,PARKSIDE MEDICAL PRACTICE
202206,STONECROSS AND WEST DRIVE SURGERY
202206,THE NEW SURGERY
202206,BUGBROOKE MEDICAL PRACTICE
202206,SLAITHWAITE HEALTH CENTRE
202206,ELM HOUSE SURGERY
202206,DR JOHNSON AND PARTNERS
202206,DEARDEN AVENUE MEDICAL PRACTICE
202206,THE WRITTLE SURGERY
202206,NORWICH PRACTICES HEALTH CENTRE
202206,THE GOLBORNE MEDICAL CENTRE
202206,ROMAN WAY MEDICAL CENTRE
202206,READESMOOR MEDICAL GROUP PRACTICE
202206,WILMSLOW HEALTH CENTRE
202206,AVENUE SURGERY
202206,BEDMINSTER FAMILY PRACTICE
202206,BURDWOOD SURGERY
202206,CLIFTON HAMPDEN SURGERY
202206,IVER MEDICAL CENTRE
202206,BOTTISHAM MEDICAL PRACTICE
202206,HAZELWOOD GROUP PRACTICE
202206,TENBURY SURGERY
202206,STELLAR HEALTHCARE ORTHOPAEDICS
202206,CHURCH STREET PARTNERSHIP
202206,URMSTON GROUP PRACTICE
202206,CARE PLUS GROUP
202206,CONNER & PARTNERS
202206,CGL BIRMINGHAM SOUTH
202206,LEIGH NHS WIC
202206,ENT SERVICE
202206,ISIGHT
202206,CONCEPT HOUSE SURGERY
202206,LEWES URGENT TREATMENT CENTRE
202206,ROLLE MEDICAL PARTNERSHIP
202206,GROVE ROAD SURGERY
202206,HYDE PARK SURGERY
202206,COURT VIEW SURGERY
202206,BOWER MOUNT MEDICAL PRACTICE
202206,COMMUNITY NURSE PRESCRIBERS
202206,THE ALTON PRACTICE
202206,PENNINE MEDICAL CENTRE
202206,DR H LLOYD'S PRACTICE
202206,MEDICENTRE
202206,WATTON MEDICAL PRACTICE
202206,COMMUNITY HEALTH NEWHAM
202206,HESA MEDICAL CENTRE - Y00352
202206,WESTMINSTER SCHOOL
202206,TYNEMOUTH MEDICAL PRACTICE
202206,BARNET COPD SERVICE
202206,CATHETER PRESCRIPTION SERVICE
202206,TOLSEY SURGERY
202206,MARSTON FOREST HEALTHCARE
202206,KENNEDY WAY SURGERY
202206,BUCKS UTC & OOH
202206,THE SHIRLEY HEALTH PARTNERSHIP
202206,PHL WINCHESTER EUPCS OOH
202206,DR JEHANGIR (SH)
202206,NT&H COMM NURSES DN
202206,NEWMEDICA DERBY AND DERBYSHIRE
202206,THE LAKESIDE SURGERY
202206,ATLAS MEDICAL PRACTICE
202206,AINTREE ROAD MEDICAL CENTRE
202206,HWLH CCG
202206,SEATON & COLYTON MEDICAL PRACTICE
202206,PARK CRESCENT HEALTH CENTRE
202206,SAXONBURY HOUSE SURGERY
202206,LUSON
202206,NAVENBY CLIFF VILLAGES SURGERY
202206,STATION LANE
202206,GILDERSOME HEALTH CENTRE
202206,THE HOMELESS HEALTHCARE TEAM
202206,SHEPPEY HEALTHY LIVING CENTRE
202206,ROTHWELL MEDICAL CENTRE
202206,THE BROOKE SURGERY
202206,PARKSIDE SURGERY
202206,BEAUCHAMP HOUSE
202206,HIGHAM HILL MEDICAL CENTRE
202206,DR SZ HAIDER'S PRACTICE
202206,WOODFIELD ROAD MEDICAL CENTRE
202206,LCW HAM+FUL CCG OOH
202206,KENTON CLINIC
202206,WELCOME PRACTICE
202206,THE WEMBLEY PRACTICE
202206,BUCKLANDS END LANE SURGERY
202206,BOUSFIELD SURGERY - DR SHAH
202206,MILL STREAM SURGERY
202206,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE
202206,ROYSIA SURGERY
202206,MERCHEFORD HOUSE
202206,SKY BLUE MEDICAL GROUP
202206,STOURPORT MEDICAL CENTRE
202206,ABBOTTSWOOD MEDICAL CENTRE
202206,ONGAR HEALTH CENTRE
202206,PRINCES MEDICAL CENTRE
202206,ISSA MEDICAL CENTRE - PATEL
202206,COMMUNITY NURSING
202206,CGL SERVICES
202206,DR DEGUN & DR MACAULAY
202206,CGL HALTON
202206,COMMISCEO PRIMARY CARE SOLUTIONS OOH
202206,PARK HOUSE MEDICAL CENTRE
202206,BARTON SURGERY
202206,BEACON MEDICAL GROUP
202206,LITCHDON MEDICAL CENTRE
202206,BRAMBLEHAIES SURGERY
202206,ARCH HEALTHCARE
202206,PARK SURGERY
202206,ARLINGTON ROAD SURGERY
202206,PARK ROAD & MENSTON
202206,THE LINDLEY VILLAGE SURG.
202206,THE LINDLEY GROUP PRACT.
202206,NWS INTEGRATED CARE SERVICES (NICS)
202206,MARKET STREET HEALTH GROUP
202206,PENTELOW PRACTICE
202206,THE PINN UNREGISTERED WIC
202206,EAST ENFIELD PRACTICE
202206,HIGHLANDS PRACTICE
202206,KELSALL MEDICAL CENTRE
202206,ELLERGREEN MEDICAL CENTRE
202206,ALMONDSBURY SURGERY
202206,EMMER GREEN SURGERY
202206,THE CROSS KEYS PRACTICE
202206,CHACEWATER HEALTH CENTRE
202206,THE PEARTREE PRACTICE
202206,ARCHWAY SURGERY
202206,BEECH HOUSE SURGERY
202206,15 SEFTON ROAD
202206,DR SOORIAKUMARAN
202206,SHERBURN GROUP PRACTICE
202206,DMC COMMUNITY DERM HARROW
202206,ABH MANCHESTER & TRAFFORD CDS
202206,HORDEN RECOVERY CENTRE
202206,WORTHING MEDICAL GROUP
202206,BRENT AREA MEDICAL CENTRE
202206,THE BORDER PRACTICE
202206,KEELINGE HOUSE
202206,HIGH STREET MEDICAL CENTRE
202206,APOLLO COURT MEDICAL CENTRE
202206,GILLMANS ROAD SURGERY
202206,NEUROLOGY LONG TERM CONDITIONS
202206,MARKET STREET MEDICAL PRACTICE
202206,VILLAGES MEDICAL CTR
202206,STUDHOLME MEDICAL CENTRE
202206,GRIMSTON MEDICAL CENTRE
202206,ST.PAUL'S WAY MEDICAL CTR
202206,CEDARS MEDICAL CENTRE
202206,NEWBOLD SURGERY
202206,WEOLEY PARK SURGERY
202206,TUDOR PRACTICE STOCKLAND GREEN
202206,KINGSWOOD HEALTH CENTRE
202206,GREY GABLE SURGERY
202206,GREAT AYTON SURGERY
202206,TOLLERTON SURGERY
202206,COCKHEDGE MEDICAL CENTRE
202206,ENT GPWSI CUMBERLAND CENTRE
202206,SURGICAL AMBULATORY EMERGENCY CARE
202206,ENHANCED HEALTH CARE HOMES
202206,MILL STREET MEDICAL CTR.
202206,PARTNERSHIP STOKE
202206,PULBOROUGH MEDICAL GROUP
202206,THE CAMBRIDGE PRACTICE
202206,LUPSET HEALTH CENTRE
202206,DR F GUPTA'S PRACTICE
202206,ASPEN MEDICAL PRACTICE
202206,MEADOWGREEN HEALTH CENTRE
202206,THE EXCHANGE SURGERY
202206,QUEENSTOWN ROAD MEDICAL PRACTICE
202206,SWL PRACTICE PLUS GROUP OOH
202206,RK MEDICAL PRACTICE
202206,PARISHES BRIDGE MED.PRACT
202206,WOODCOCK RD SURGERY
202206,UEA MEDICAL CENTRE
202206,PELC EUCC OOH
202206,NORTH STREET MEDICAL CARE
202206,CLAYHALL CLINIC
202206,PRESTON HILL SURGERY
202206,WOODVILLE SURGERY
202206,DR AZIM & PARTNERS
202206,CHELFORD SURGERY
202206,DINGLE PARK PRACTICE
202206,MONTPELIER HEALTH CENTRE
202206,ALLESLEY PARK MEDICAL CTR
202206,AYTON AND SNAINTON MEDICAL PRACTICE
202206,ROSSENDALE VALLEY MEDICAL PRACTICE
202206,BLACKBURN RD MEDICAL CENTRE
202206,FLEETWOOD SURGERY
202206,FCMS (NW) LTD
202206,THE ROXTON PRACTICE
202206,DR DESHPANDE AM PRACTICE
202206,NT&H COMM DIAB N
202206,FOLKESTONE UTC AND DEAL UTC
202206,MIDWAY LANGLEY HOUSE CLCH
202206,EAST ALLIANCE NMPS (ALLINGTON CLINIC)
202206,ROYAL CRESCENT SURGERY
202206,MARTLETS HOSPICE
202206,RIVERBANK MEDICAL CENTRE
202206,REDGATE MEDICAL CENTRE
202206,LEIGH VIEW MEDICAL PRACTICE
202206,ILKLEY & WHARFEDALE MEDICAL PRACTICE
202206,DR DEWAN VK
202206,BALMORAL GARDENS
202206,HOLLINGTON SURGERY
202206,THANET ANTICOAG SERVICE - PAYDENS
202206,THE REDWELL MEDICAL CENTRE
202206,HEALDS ROAD SURGERY
202206,THE DEERBROOK SURGERY
202206,SALFORD PRIMARY CARE TOGETHER
202206,LITTLETON SURGERY
202206,HIGHGROVE SURGERY
202206,THE BAILEY PRACTICE
202206,KENSINGTON PARK MEDICAL CENTRE
202206,MANDEVILLE MEDICAL CENTRE
202206,PEARL MEDICAL PRACTICE
202206,RAINBOW PRACTICE
202206,MERE LANE GROUP PRACTICE
202206,GOLDINGTON AVENUE SURGERY
202206,HASTINGS HOUSE SURGERY
202206,WILLENHALL  PRIMARY CARE CENTRE - 1
202206,ALBANY HOUSE SURGERY
202206,RAWSON ROAD MEDICAL CENTRE
202206,CORBY URGENT CARE CENTRE
202206,CGL WIRRAL
202206,POSTERNGATE SURGERY
202206,DR LOCAL CARE DIRECT OOH
202206,WORCESTER CITY INPATIENT UNIT
202206,WIBSEY & QUEENSBURY MED P
202206,CANTERBURY HEALTH CENTRE
202206,ELM LANE SURGERY
202206,THE GRANTHAM CENTRE PRACTICE
202206,BECKETT HOUSE PRACTICE
202206,SANDMERE PRACTICE
202206,CROFT SHIFA HEALTH CENTRE
202206,AWBURN HOUSE MEDICAL PRACTICE
202206,VALENTINE MEDICAL CENTRE
202206,THE ALEXANDRA PRACTICE
202206,LITTLE WALTHAM & GT NOTLEY SURGERY
202206,PORCH SURGERY
202206,QUEEN EDITH MEDICAL PRACTICE
202206,EAST PARADE SURGERY
202206,WICKERSLEY HEALTH CENTRE
202206,ACUTE GP REFERRAL SERVICE
202206,WHITTAKER LANE MED CENTRE
202206,BRINSWORTH MEDICAL CENTRE
202206,FORDINGTON SURGERY
202206,FITZALAN MEDICAL GROUP
202206,COWFOLD SURGERY
202206,RICHMOND MEDICAL CENTRE
202206,HEALTH CARE FIRST PARTNERSHIP
202206,ECCLESHILL VILLAGE SURGERY
202206,HORSELEY HEATH SURGERY
202206,SYCAMORE HOUSE MEDICAL CENTRE
202206,BEARWOOD MEDICAL CENTRE
202206,EXTENDED ACCESS PCD SAME DAY HC
202206,DUNSVILLE MEDICAL CENTRE
202206,DYKES HALL MEDICAL CENTRE
202206,7 DAY ACCESS PHOENIX HUB
202206,DR SEABROOK
202206,WILLOWBANK SURGERY
202206,GLENLYN MEDICAL CENTRE
202206,COASTAL VILLAGES PRACTICE
202206,ROPE GREEN MEDICAL CENTRE
202206,PHOENIX SURGERY
202206,PC EXT ACCESS CHILTERN VALE HEALTH
202206,LONDON STREET SURGERY
202206,SHERBOURNE MEDICAL CENTRE
202206,NOTTINGHAM NHS URGENT CARE CENTRE
202206,WESTON HOSPICECARE
202206,NELFT DEMENTIA CRISIS SUPPORT TEAM
202206,POPLAR WARD
202206,ACHE CLINIC
202206,ST THOMAS MEDICAL GROUP
202206,BENFIELD VALLEY HEALTHCARE HUB
202206,HOWELL SURGERY
202206,PRIMARY CARE ENT
202206,WALDERSLADE SURGERY
202206,THE LAKESIDE PRACTICE
202206,ST CHRISTOPHER'S HOSPICE
202206,DR TUN & PARTNERS
202206,BENCHILL MEDICAL PRACTICE
202206,SHEERWATER HEALTH CENTRE
202206,BUNGAY MEDICAL CENTRE
202206,THE HILL GP PRACTICE
202206,GILLMOSS MEDICAL CENTRE
202206,HARROLD MEDICAL PRACTICE
202206,MILLBARN MEDICAL CENTRE
202206,LOCKSWOOD SURGERY
202206,HILL LANE SURGERY
202206,THE BALDOCK SURGERY
202206,GOSSOMS END SURGERY
202206,CHILD & ADOLESCENT MENTAL HEALTH SERVICE
202206,OAKENHURST MEDICAL PRACTICE
202206,SPRING HALL GROUP PRACTICE
202206,GP APH OOH
202206,OLDER PEOPLES MENTAL HEALTH
202206,NEURO & OLD AGE PSYCHIATRY
202206,WORKING AGE ADULTS - LECKHAMPTON LODGE
202206,BUCKFASTLEIGH MEDICAL CENTRE
202206,WAREHAM SURGERY
202206,THE CROFT SURGERY
202206,LODGE ROAD SURGERY
202206,MITCHELDEAN SURGERY
202206,TEMPLE HILL SURGERY
202206,VERITAS HEALTH CENTRE
202206,MAWBEY GROUP PRACTICE
202206,GRAFTON SQUARE SURGERY
202206,SELHURST MEDICAL PRACTICE
202206,BOLTON COMMUNITY PRACTICE
202206,ROCHDALE ROAD MEDICAL CENTRE
202206,MARK STREET SURGERY
202206,NEWBURY GREEN MEDICAL PRACTICE
202206,ALEXANDRA & CRESTVIEW SURGERIES
202206,THE CIRCLE PRACTICE
202206,FAB PCN HUB
202206,THE VALLEYS MEDICAL PARTNERSHIP
202206,THE VILLAGE SURGERIES GROUP
202206,SIXPENNY HANDLEY SURGERY
202206,THE STONEDEAN PRACTICE
202206,PILNING SURGERY
202206,THE ABINGDON SURGERY
202206,ENGLETON HOUSE SURGERY
202206,PERSHORE MEDICAL PRACTICE
202206,BANCROFT MEDICAL CENTRE
202206,ARNOLD MEDICAL CENTRE
202206,NHS ROTHERHAM STOMA PRESCRIBING SERVICE
202206,THE LEIGH SURGERY
202206,DR KRISHNAN & PTNR - KENT ELMS HC
202206,4 SEASONS MEDICAL CENTRE
202206,CGL NORTH & CENTRAL LANCASHIRE
202206,FLANSHAM PARK HEALTH CENTRE
202206,RUNNYMEDE MEDICAL PRACTICE
202206,THE WELLINGTON PRACTICE
202206,DR GUDI PV & PARTNER
202206,QUARRY BANK MEDICAL CENTRE
202206,THORNS ROAD SURGERY
202206,THE VICTORIA SURGERY
202206,MARTELLO HEALTH CENTRE
202206,VALENTINE HEALTH PARTNERSHIP
202206,DIABETES INTERMEDIATE CARE TEAM
202206,THE GROVES MEDICAL CENTRE
202206,VIDA HEALTHCARE
202206,ROUNDWELL MEDICAL CENTRE
202206,BALAAM STREET PRACTICE
202206,PELC HAVERING HW OOH
202206,WALTHAM FOREST CCG(NMP-COMMUNITY HEALTH)
202206,EARLS COURT MEDICAL CENTRE
202206,HHCIC EAST WIC
202206,EALING GP ACCESS CENTRES
202206,HOYLAKE & MEOLS MEDICAL CTR
202206,NESTON MEDICAL CENTRE
202206,BANES COMMUNITY NURSING
202206,HOLBROOKS HEALTH TEAM
202206,ARGYLL HOUSE
202206,WATERSIDE MEDICAL PRACTICE
202206,HAILEY VIEW SURGERY
202206,BURNBRAE MEDICAL PRACTICE
202206,DR MALIK - KENT ELMS HC
202206,ADULT COMMUNITY NURSING
202206,COMMUNITY GYNAECOLOGY CLINIC NH
202206,CORNERSTONE SURGERY
202206,WIGAN RECOVERY TEAM NORTH
202206,CGL CAMBRIDGESHIRE
202206,NORTH EAST ESSEX DIABETES SERVICE
202206,WHIPTON SURGERY
202206,THE STREET LANE PRACTICE
202206,PRESTBURY MEDICAL PRACTICE
202206,MARDEN MEDICAL CENTRE
202206,WIGMORE MEDICAL CENTRE
202206,DEEPCAR MEDICAL CENTRE
202206,THE FLOWERS HUB
202206,FAMILY PRACTICE GROUP
202206,DIDSBURY MEDICAL CENTRE - DR WHITAKER
202206,PRIMARY CARE MANCHESTER LIMITED
202206,QUEENS MEDICAL CENTRE
202206,CASTLE STREET MEDICAL CENTRE
202206,ANDOVER MEDICAL CENTRE
202206,ADLER JS-THE SURGERY
202206,HAVERGAL SURGERY
202206,FINCHLEY WIC
202206,ANTICOAGULATION SERVICE - GR PHARMACY
202206,SUTTON COLDFIELD GROUP PRACTICE
202206,NIGHTINGALE MEDICAL CENTRE
202206,CHARTWELL GREEN SURGERY
202206,PINEHILL SURGERY
202206,CONSULTING ROOMS
202206,ROMAN ROAD HEALTH CENTRE
202206,BLUNDELLSANDS SURGERY
202206,WIDEOPEN MEDICAL CENTRE
202206,NORTH LINCOLNSHIRE OOH
202206,DR KUMAR & PTNR - SHOEBURY HC
202206,CHILDREN'S LD SERVICE
202206,ST BARTHOLOMEW'S COURT NURSING HOME
202206,BERRYMEAD FAMILY MED.CTR.
202206,BLACKPOOL SUBSTANCE MISUSE SERVICE
202206,BERE REGIS SURGERY
202206,MARTINS OAK SURGERY
202206,LITTLE COMMON SURGERY
202206,THE MEADOWS SURGERY
202206,EASTHAMPSTEAD SURGERY
202206,BOURNE GALLETLY PRACTICE TEAM
202206,MANOR MEDICAL PRACTICE
202206,MODALITY COMMUNITY SERVICES
202206,SANDGATE ROAD
202206,COLNE VALLEY GROUP PRACTICE
202206,THORNHILL LEES MEDICAL CENTRE
202206,SPRINGFIELD MEDICAL CENTRE
202206,BISHOPSFORD ROAD SURGERY
202206,RICHMOND LOCK SURGERY
202206,ORDSALL & CLAREMONT PCN HUB
202206,HAWKLEY BROOK MEDICAL PRACTICE
202206,BETHNAL GREEN HEALTH CTR.
202206,CUMBERLAND MEDICAL CENTRE
202206,BIRCHDALE ROAD MEDICAL CENTRE
202206,KEATS SURGERY
202206,THE MITCHISON ROAD SURGERY
202206,SHORTSTOWN MEDICAL CENTRE
202206,LAMBOURN SURGERY
202206,MEVAGISSEY SURGERY
202206,WATERFRONT AND SOLENT SURGERY
202206,SCHOPWICK SURGERY
202206,SOUTH KING STREET MEDICAL CENTRE
202206,NEW LONGTON SURGERY
202206,HARAMBEE SURGERY
202206,PDS WOUND CARE ST ANNES
202206,ALTRINCHAM MEDICAL PRACTICE
202206,PORTUGAL PLACE HEALTH CTR
202206,RDASH CAMHS
202206,BIDEFORD MEDICAL CENTRE
202206,BROADWATER MEDICAL CENTRE
202206,KUMAR MEDICAL CENTRE
202206,PROBERT ROAD SURGERY
202206,ST.CATHERINE'S SURGERY
202206,OLD KENT ROAD SURGERY
202206,STREATHAM PARK SURGERY
202206,NEWTOWN MEDICAL PRACTICE
202206,DR PM PATEL
202206,HARROW HEALTH CIC GASTROENTEROLOGY GPWSI
202206,GRESLEYDALE HEALTHCARE CENTRE
202206,HEARTWOOD MEDICAL PRACTICE
202206,LISTER HOUSE CHELLASTON
202206,BARNET CCG-CLCH (NMP)
202206,ELFT CHSB MATRONS
202206,AILSWORTH MEDICAL CENTRE
202206,MCH PRESCRIBING
202206,WARRIOR SQUARE SURGERY
202206,WEST BERKSHIRE CONTINENCE SERVICE
202206,ASR MENTAL HEALTH SERVICE
202206,PEMBROKE MEDICAL GROUP
202206,LANGLEY CORNER SURGERY
202206,COOKHAM MEDICAL CENTRE
202206,THE GLENSIDE COUNTRY PRACTICE
202206,STOURSIDE MEDICAL PRACTICE
202206,BELLINGHAM GREEN SURGERY
202206,THE CHOWDHURY PRACTICE
202206,HEADY HILL SURGERY
202206,MFT CHILDRENS COMMUNITY SERVICES
202206,THE ALLUM MEDICAL CENTRE
202206,WALTHAM FOREST COMM & FAM HTH SERV LTD
202206,GLEN ROAD MEDICAL CENTRE
