Substancia,Valor_Medio_bruto,Valor_Medio_liquido,Maior_valor,Menor_valor
Fluconazole,6.55,6.15,372.85,0.13
Fludrocortisone acetate,23.3,21.99,1059.0,0.3
Fludroxycortide,49.14,45.99,1234.13,5.6
Flumetasone pivalate,13.15,12.32,28.32,10.61
Flunarizine dihydrochloride,263.03,246.18,665.33,68.18
Fluocinolone acetonide,9.36,8.77,145.94,2.49
Fluocinonide,12.81,12.0,237.29,3.27
Fluocortolone,8.09,7.59,15.5,3.81
Fluorescein sodium,1.65,1.55,8.67,0.43
Fluorometholone,3.44,3.24,28.47,1.6
Fluorouracil (Sunscreen),89.51,83.78,2801.91,30.78
Fluoxetine hydrochloride,16.55,15.91,771.92,0.03
Flupentixol decanoate,29.43,27.61,438.54,1.42
Flupentixol hydrochloride,6.51,6.26,102.75,0.13
Fluphenazine decanoate,415.61,388.81,745.98,21.11
Fluphenazine hydrochloride,176.17,164.82,308.95,20.69
Flurazepam hydrochloride,3.14,2.94,2.94,2.94
Flurbiprofen,65.5,61.37,160.67,4.26
Flurbiprofen sodium,54.04,50.56,69.52,34.77
Flutamide,96.32,90.19,198.78,16.57
Fluticasone furoate,51.46,48.22,1219.47,6.02
Fluticasone furoate (Inhalation),290.71,272.04,10702.01,20.58
Fluticasone propionate (Inhalation),85.44,79.96,2430.12,3.74
Fluticasone propionate (Nasal),47.28,44.27,1775.45,3.04
Fluticasone propionate (Topical),7.73,7.25,28.08,2.14
Fluticasone propionate/azelastine hydrochloride (Nasal),64.99,60.85,1385.78,13.85
Fluvastatin sodium,10.28,9.66,233.51,0.21
Fluvoxamine maleate,31.36,29.44,146.99,0.77
Foam,10.68,9.99,9.99,9.99
Folic acid,11.8,11.59,1182.49,0.03
Fondaparinux sodium,286.88,268.43,704.93,29.49
Formaldehyde,1.3,1.26,4.14,0.12
Formoterol fumarate,46.48,43.5,555.76,22.22
Formoterol/glycopyrronium/budesonide,121.49,113.68,1332.35,41.63
Fosfomycin calcium,25.84,24.19,24.19,24.19
Fosfomycin trometamol,15.81,14.82,454.66,4.55
Fosinopril sodium,7.0,6.57,20.53,0.7
Freeze sprays and gels,5.58,5.24,10.75,1.35
Fremanezumab,600.0,561.32,841.97,420.99
Frovatriptan,8.39,7.87,93.59,1.54
Fulvestrant,641.14,599.81,977.45,488.71
Furosemide,11.51,11.25,493.61,0.03
Fusidic acid,28.62,26.83,604.39,1.8
Gabapentin,18.47,17.65,2442.05,0.03
Gabapentin (Neuropathic Pain),342.44,320.37,650.61,123.5
Galantamine,75.53,70.75,673.6,0.91
Galcanezumab,450.0,420.99,420.99,420.99
Gamolenic acid,28.81,27.08,108.56,0.9
Ganciclovir,29.5,27.61,448.83,18.7
Gauzes & Gauze Tissue,41.52,38.85,855.07,0.27
Gemfibrozil,51.49,48.25,254.78,4.28
Gentamicin sulfate,48.64,45.53,632.24,1.29
Glatiramer acetate,266.16,249.05,480.81,17.29
Glibenclamide,190.55,180.09,973.7,13.02
Gliclazide,16.33,15.46,958.78,0.05
Glimepiride,3.17,3.16,209.32,0.14
Glipizide,4.68,4.41,47.21,0.41
Glten free /wheat/free /low/protein cooking aids,4.16,19.57,50.89,3.9
Glucagon,24.96,23.38,682.93,10.78
Glucosamine hydrochloride (Rheumatic),136.28,127.69,617.48,9.31
Glucose,15.51,14.53,799.43,0.05
Glucose and ketone blood testing reagents,39.65,37.11,89.05,14.85
Glucose blood testing reagents,69.4,64.96,3321.16,4.22
Glutaraldehyde,2.28,2.14,3.89,1.95
Gluten free breads,26.87,25.55,279.19,2.48
Gluten free mixes,25.58,24.08,406.06,4.43
Gluten free pastas,5.7,5.33,5.33,5.33
Gluten free/low protein biscuits,15.43,14.63,124.46,2.31
Gluten free/low protein bread,14.33,13.6,100.17,2.61
Gluten free/low protein cereals,20.97,20.65,101.31,2.83
Gluten free/low protein drink,39.08,36.58,355.21,3.18
Gluten free/low protein grains/flours,17.2,16.38,564.8,5.24
Gluten free/low protein mixes,23.04,22.03,257.27,3.33
Gluten free/low protein pasta,14.56,14.41,168.4,2.07
Gluten free/wheat free grains/flours,8.33,8.38,34.68,3.66
Glycerol,7.76,7.3,109.67,0.22
Glyceryl trinitrate,31.77,29.8,614.56,0.37
Glycopyrronium bromide,223.93,209.56,6936.45,0.32
Glycopyrronium/formoterol,60.92,57.01,760.36,30.4
Golimumab,4577.82,4282.56,4282.56,4282.56
Goserelin acetate,365.42,341.87,12091.31,65.48
Granisetron,305.45,285.77,1466.89,52.4
Granisetron hydrochloride,150.62,140.96,549.03,22.65
Gripe mixtures,2.58,2.43,2.43,2.43
Griseofulvin,63.2,59.2,718.19,6.02
Guaifenesin,5.08,4.77,20.06,1.73
Guanfacine,102.59,96.01,1970.98,2.07
Guanfacine hydrochloride,56.0,52.4,52.4,52.4
Haemophilus influenzae B/meningococcal C,41.36,38.7,70.65,35.32
Halogenated phenols with phenol,6.74,6.32,15.74,2.43
Haloperidol,109.82,102.84,3574.95,0.21
Haloperidol decanoate,16.78,15.77,118.17,3.56
Hamamalis,5.91,5.54,99.64,3.32
Hamamelis,4.9,4.59,17.16,2.15
Heparin calcium,134.1,125.46,125.46,125.46
Heparin flushes,26.71,25.01,279.95,1.4
Heparin sodium,149.34,139.73,850.73,6.95
Heparinoid,12.58,11.79,249.33,2.42
Hepatitis A,75.67,70.79,2722.75,13.79
Hepatitis A/hepatitis B,88.45,82.75,654.45,19.45
Hepatitis A/typhoid vaccine,145.99,136.58,3612.97,33.45
Hepatitis B,28.43,26.6,935.86,8.37
Hernia Support Garments,60.02,56.17,172.61,34.52
Hexetidine,5.02,4.72,21.88,1.37
Hexylresorcinol,3.23,3.03,3.03,3.03
House dust mites allergen extract,80.12,74.96,74.96,74.96
"Human papillomavirus (Type 6,11,16,18)",134.08,125.43,404.6,80.92
"Humpapvirus(Type 6,11,16,18,31,33,45,52,58)",200.45,187.54,1178.73,98.23
Hydralazine hydrochloride,8.0,7.6,998.31,0.17
Hydrochlorothiazide,117.11,109.63,590.79,10.66
Hydrocort sodiumphos,21.37,20.01,411.37,0.46
Hydrocortisone,15.11,14.19,2020.7,0.2
Hydrocortisone (Sodium succinate),16.68,15.63,335.68,0.95
Hydrocortisone acetate,25.63,24.02,642.89,2.71
Hydrocortisone butyrate,7.63,7.15,82.42,4.61
Hydrocortisone sodium phosphate,10.52,10.0,667.72,1.98
Hydrocortisone sodium succinate,5.14,4.85,102.97,0.86
Hydrogen peroxide,11.63,10.89,604.02,0.55
Hydromorphone hydrochloride,46.68,43.75,897.1,1.0
Hydroxocobalamin,41.61,39.2,1672.52,1.67
Hydroxycarbamide,18.14,17.29,2806.53,0.23
Hydroxychloroquine sulfate,9.47,9.12,772.37,0.1
Hydroxyzine hydrochloride,3.9,3.75,1326.51,0.15
Hyetellose,32.01,29.97,349.15,0.55
Hyoscine,92.07,86.16,2287.81,6.14
Hyoscine butylbromide,13.79,13.02,516.97,0.16
Hyoscine hydrobromide,19.33,18.23,1676.22,0.25
Hypromellose,11.81,11.1,1712.26,0.06
INR blood testing reagents,111.21,104.05,2947.79,68.55
Ibandronic acid,92.95,86.98,2405.19,1.78
Ibrutinib,4292.4,4015.54,4015.54,4015.54
Ibuprofen,17.87,16.8,1400.58,0.08
Ibuprofen lysine,16.87,15.81,83.85,1.97
Ibuprofen sodium dihydrate,11.93,11.2,17.24,7.53
Ichthammol,47.01,44.0,58.66,29.33
Icosapent,40.37,37.88,37.88,37.88
Idebenone,6364.0,5953.52,5953.52,5953.52
Ileostomy Bags,192.13,179.76,12286.6,2.7
Imatinib mesilate,883.44,826.51,1821.12,425.03
Imidapril hydrochloride,24.35,22.83,124.84,2.98
Imipramine hydrochloride,11.78,11.07,1871.01,0.28
Imiquimod,82.46,77.17,795.75,3.9
Inclisiran,79.14,74.04,926.14,51.45
Incontinence Sheath Fixing Strips & Adh,24.15,22.61,156.6,0.87
Incontinence Sheaths,84.47,79.08,1224.75,1.03
Indacaterol maleate,48.58,45.46,180.76,30.11
Indacaterol/glycopyrronium,145.33,136.0,3710.75,10.13
Indacaterol/mometasone,26.45,24.76,52.36,16.36
Indapamide,22.48,21.38,1261.45,0.1
Indometacin,5.14,4.85,830.2,0.32
Indoramin,110.48,103.46,830.97,2.25
Indwelling Pleural Cath Drain System,321.65,300.92,2172.26,14.22
Influenza,1746.9,1634.23,31642.69,6.16
Ingenol mebutate,65.0,60.82,60.82,60.82
Inhalation Solutions,32.67,30.6,405.57,0.51
Inosine pranobex,60.99,57.15,124.38,20.81
Ins degludec/liraglutide,213.16,199.46,2859.98,29.79
Insert For Female Stress Incont,67.77,65.48,539.97,7.67
Insulin Lispro,83.54,78.18,1243.11,4.13
Insulin aspart,127.85,119.65,2720.67,2.94
Insulin degludec,143.72,134.5,3052.46,8.72
Insulin detemir,137.73,128.89,2986.52,7.86
Insulin glargine,133.65,125.09,3187.05,5.61
Insulin glargine/lixisenatide,104.61,97.89,378.93,15.27
Insulin glulisine,67.06,62.76,794.61,5.29
Insulin human,499.76,467.58,935.51,69.47
Iodine,16.0,14.98,14.98,14.98
Iodine compounds,9.73,9.12,111.85,0.07
Ipratropium bromide,15.08,14.14,239.39,0.13
Irbesartan,10.5,9.94,830.2,0.07
Irbesartan with diuretic,27.57,25.83,268.36,2.77
Iron and folic acid,3.59,3.42,31.68,0.4
Iron carboxymaltose,137.0,128.18,128.18,128.18
Iron dextran,50.58,47.34,111.95,7.46
Iron sucrose,65.28,61.09,81.45,40.73
Irrigation Solutions,18.85,17.66,3686.31,0.17
Irrigation Washout Appliances,41.33,38.79,812.01,1.59
Isavuconazole,299.64,280.42,280.42,280.42
Isocarboxazid,467.86,437.77,1398.21,116.63
Isometheptene mucate,13.66,12.79,31.46,3.94
Isoniazid,71.19,66.69,282.16,0.95
Isophane insulin,73.33,68.65,1807.82,0.01
Isopropyl alcohol,10.68,10.0,13.33,6.67
Isosorbide dinitrate,21.24,19.98,232.05,0.16
Isosorbide mononitrate,13.24,12.57,550.53,0.1
Isotretinoin,172.05,161.1,3525.67,2.01
Ispaghula husk,15.45,14.51,264.63,0.03
Itraconazole,13.33,12.56,988.96,0.27
Ivabradine,23.8,22.38,330.18,0.94
Ivermectin,50.24,47.03,3001.7,23.19
"Japanese encephalitis vaccine (Inactivated,adsorbed)",124.96,116.91,116.91,116.91
Jaw Rehabilitation Device,59.73,55.89,220.12,2.69
Kaolin heavy,2.76,2.59,2.59,2.59
Ketamine,108.61,101.63,344.66,16.43
Ketamine hydrochloride,87.05,81.75,955.32,26.81
Ketoconazole,28.45,26.66,899.33,3.36
Ketone blood testing reagents,52.2,48.86,1642.04,8.37
Ketoprofen,17.06,15.99,476.65,2.09
Ketorolac trometamol,5.85,5.49,53.56,2.81
Ketotifen fumarate,13.74,12.9,783.3,1.16
Labetalol hydrochloride,10.17,9.56,110.25,0.33
Lacidipine,13.99,13.19,2034.99,0.17
Lacosamide,144.99,135.71,1133.06,0.83
Lactulose,17.51,16.6,687.21,0.12
Lamivudine,102.95,96.42,277.59,10.03
Lamotrigine,21.22,20.02,1425.78,0.01
Lanreotide,1024.2,958.95,3506.28,302.19
Lansoprazole,35.15,33.71,2865.21,0.03
Lanthanum carbonate,205.88,192.67,724.44,27.2
Latanoprost,36.77,34.47,683.58,1.44
Latanoprost and timolol,18.42,17.26,265.23,2.22
Leflunomide,7.8,7.32,387.39,2.43
Leg Bags,59.65,55.83,3590.66,2.16
Lenograstim,1585.05,1482.84,3510.39,375.25
Lercanidipine hydrochloride,85.17,79.89,6169.22,0.31
Letermovir,3723.16,3483.02,3483.02,3483.02
Letrozole,21.41,20.19,765.54,0.2
Leuprorelin acetate,518.66,485.26,12036.15,70.39
Levamisole hydrochloride,118.22,110.71,110.71,110.71
Levetiracetam,25.05,23.61,2858.41,0.05
Levobunolol hydrochloride,22.7,21.25,93.41,3.23
Levobupivacaine hydrochloride,29.61,27.7,27.7,27.7
Levocarnitine,792.44,742.59,5677.6,4.98
Levocetirizine,10.03,9.44,556.78,0.8
Levodopa/carbidopa/entacapone,79.31,74.32,599.22,0.44
Levofloxacin,28.14,26.39,225.84,0.92
Levomepromazine hydrochloride,32.83,30.82,376.88,1.88
Levomepromazine maleate,67.84,63.63,5218.23,0.56
Levonorgestrel,136.07,127.32,4034.06,0.28
Levothyroxine sodium,30.77,29.28,2873.9,0.03
Levothyroxine sodium and liothyronine,513.63,480.91,2139.16,3.46
Lidocaine,12.7,11.9,892.12,2.79
Lidocaine hydrochloride,45.02,42.16,3167.06,0.23
Lidocaine/prilocaine (Premature Ejaculation),59.99,56.13,56.13,56.13
Light liquid paraffin,11.02,10.33,212.09,2.76
Linaclotide,77.51,72.54,913.89,35.14
Linagliptin,417.15,390.81,10894.06,1.23
Linagliptin/metformin,104.44,97.81,2708.05,2.78
Linezolid,708.55,662.92,5143.13,61.34
Lints,31.84,29.79,122.29,0.96
Liothyronine sodium,210.36,196.82,2376.34,8.54
Liquid paraffin,8.29,7.77,224.53,0.17
Liraglutide,231.49,216.63,3084.7,36.71
Lisdexamfetamine dimesylate,106.01,99.21,5315.37,1.94
Lisinopril,12.19,11.63,1153.38,0.07
Lisinopril with diuretic,7.11,6.69,137.61,0.44
Lithium carbonate,9.16,8.81,651.13,0.19
Lithium citrate,21.1,19.78,114.55,3.05
Lixisenatide,103.86,97.19,542.0,27.1
Lodoxamide trometamol,8.15,7.64,73.17,4.87
Lofepramine hydrochloride,29.14,27.4,1048.31,0.34
Loperamide hydrochloride,11.89,11.22,1184.88,0.12
Loperamide hydrochloride and simeticone,29.53,27.66,205.83,1.49
Loprazolam mesilate,39.6,37.11,292.93,3.34
Loratadine,7.44,7.16,164.91,0.1
Lorazepam,22.77,21.46,803.9,0.07
Lormetazepam,26.92,25.28,332.5,0.66
Losartan potassium,31.73,30.01,1166.45,0.04
Losartan potassium with diuretic,20.17,18.91,535.2,0.84
Loteprednol etabonate,8.69,8.14,41.19,5.15
Low Friction Products,34.83,32.6,1257.47,1.81
Low protein biscuits,13.34,12.79,89.16,0.16
Low protein breads,32.09,31.84,523.14,2.22
Low protein cakes,12.42,12.68,101.1,5.94
Low protein cereals,23.39,22.11,136.38,8.24
Low protein cooking aids,17.5,16.39,102.73,8.26
Low protein desserts,17.97,17.77,466.66,2.25
Low protein grains/flours,21.36,21.19,98.91,8.83
Low protein meals,25.62,24.99,192.72,2.21
Low protein miscellaneous,13.0,14.06,63.3,6.09
Low protein mixes,25.15,25.32,797.54,1.92
Low protein pastas,17.71,16.71,145.21,3.01
Low protein risotto,44.68,43.35,197.59,24.71
Low protein snacks,18.24,18.96,168.01,10.71
Lubricant Gels,5.37,5.02,384.04,0.15
Lurasidone,72.76,68.17,740.68,1.67
Lymecycline,34.91,32.73,597.93,0.28
Lymphoedema Garments,83.05,77.7,4611.7,0.0
Macitentan,2306.0,2157.27,2157.27,2157.27
Macrogol 3350,28.84,27.09,2055.14,0.09
Magnesium aspartate,54.22,50.83,2124.98,1.0
Magnesium carbonate,177.15,165.77,776.29,34.96
Magnesium citrate,70.01,67.25,1971.09,0.53
Magnesium glycerophosphate,92.84,87.01,2004.97,0.54
Magnesium hydroxide,13.22,12.4,101.38,2.28
Magnesium lactate,314.06,294.32,2117.9,6.3
Magnesium oxide,146.27,136.95,1551.89,9.45
Magnesium sulfate,4.63,4.38,90.97,0.18
Magnesium trisilicate,6.82,6.57,59.16,1.56
Malathion,18.34,17.17,141.37,9.42
Maltodextrin,26.26,24.58,269.81,1.91
Mannitol,231.66,216.73,216.73,216.73
"Measles, mumps and rubella vaccine",21.6,20.22,171.53,7.15
Mebendazole,1.91,1.84,46.92,0.21
Mebeverine hydrochloride,20.48,19.49,1749.41,0.04
Mebeverine hydrochloride compound preparations,47.95,44.9,494.04,6.33
Medicated stockings,45.88,42.95,649.26,3.25
Medroxyprogesterone acetate,27.06,25.39,1191.94,0.35
Mefenamic acid,42.15,39.5,837.28,0.7
Mefloquine hydrochloride,33.74,31.66,204.13,5.21
Megestrol acetate,35.82,33.58,751.82,2.54
Melatonin,85.57,80.2,15821.88,0.33
Meloxicam,7.26,6.9,268.9,0.18
Memantine hydrochloride,12.01,11.46,929.15,0.04
Menadiol sodium phosphate,98.36,92.14,632.72,2.22
Meningococcal A + C + W135 + Y vaccine,58.18,54.44,252.58,28.06
Meningococcal B vaccine,238.64,223.25,912.11,70.16
Menotrophin,432.43,404.66,404.66,404.66
Menthol,20.21,18.93,440.83,0.14
Mepacrine hydrochloride,149.95,140.57,920.38,16.53
Mepivacaine hydrochloride,3.91,3.66,41.09,0.41
Meptazinol hydrochloride,30.75,28.91,413.93,0.3
Mepyramine maleate,3.64,3.42,19.99,2.22
Mercaptamine,667.14,635.63,2132.98,130.98
Mercaptamine hydrochloride,1134.06,1077.92,2650.69,256.01
Mercaptopurine,27.69,26.06,1423.47,0.5
Meropenem,561.07,524.89,1334.59,190.67
Mesalazine (Systemic),81.43,76.27,1828.21,0.72
Metformin hydrochloride,33.58,31.73,2246.5,0.03
Metformin hydrochloride/pioglitazone,79.04,73.99,566.75,8.39
Metformin hydrochloride/rosiglitazone,3.75,3.62,3.62,3.62
Metformin hydrochloride/sitagliptin,108.71,101.79,3236.57,2.34
Metformin hydrochloride/vildagliptin,68.78,64.45,1268.86,2.89
Methadone hydrochloride,37.19,35.53,7950.5,0.12
Methenamine hippurate,68.46,64.16,1807.0,0.42
Methocarbamol,24.95,23.5,686.73,0.44
Methotrexate,33.96,32.3,4367.21,0.06
Methoxy polyethylene glycol-epoetin beta,148.45,138.88,206.03,41.22
Methyl salicylate,6.61,6.2,150.7,1.5
Methyl salicylate/levomenthol,22.6,21.19,55.96,2.81
Methylcellulose,5.55,5.33,12.07,0.67
Methyldopa,54.43,51.0,987.8,0.69
Methylnaltrexone bromide,21.05,19.8,19.8,19.8
Methylphenidate hydrochloride,50.56,47.36,2962.0,0.09
Methylprednisolone,40.19,37.68,406.87,0.96
Methylprednisolone acetate,24.81,23.21,1142.6,3.18
Methylprednisolone sodium succinate,24.0,22.47,80.95,1.48
Metoclopramide hydrochloride,10.46,9.87,1666.4,0.04
Metolazone,65.98,62.09,2854.45,2.33
Metoprolol tartrate,7.08,6.69,455.6,0.05
Metronidazole,12.6,11.87,636.06,0.19
Metyrapone,571.55,534.81,2381.43,95.25
Mexiletine hydrochloride,1439.52,1346.75,9354.99,57.8
Mianserin hydrochloride,76.43,71.54,255.4,4.5
Miconazole,8.45,7.93,94.0,3.91
Miconazole nitrate,6.29,5.92,176.06,1.7
Micro-Enema - Sodium Citrate,10.39,10.02,54.52,0.51
Midazolam hydrochloride,61.94,58.03,3595.15,0.59
Midazolam maleate,225.81,211.35,16165.45,2.63
Midodrine hydrochloride,51.42,48.27,581.43,0.52
Minocycline hydrochloride,19.53,18.32,89.3,1.7
Minoxidil,26.9,25.26,535.98,0.66
Mirabegron,124.76,116.98,2551.33,0.91
Mirtazapine,12.82,12.48,457.94,0.04
Misoprostol,14.61,13.77,37.56,0.58
Misoprostol (Gynaecology),8.0,7.5,7.5,7.5
Mitomycin,39.0,36.48,36.48,36.48
Mitotane,165.47,154.91,154.91,154.91
Mizolastine,12.95,12.16,155.67,0.76
Moclobemide,49.88,46.78,248.12,4.18
Modafinil,14.69,13.83,1626.97,0.21
Mometasone furoate,31.17,29.23,1179.08,2.32
Mometasone furoate/olopatadine hydrochloride,20.79,19.47,536.1,12.46
Mometasone/glycopyrronium/indacaterol,73.38,68.66,1415.63,41.63
Montelukast,14.22,13.53,516.67,0.04
Morphine sulfate,18.3,17.31,6572.87,0.06
Morphine tartrate and cyclizine tartrate,8.77,8.22,8.22,8.22
Moxifloxacin,31.82,29.87,132.13,1.68
Moxifloxacin hydrochloride,14.91,13.97,110.04,9.17
Moxisylyte hydrochloride,120.29,112.55,168.81,84.41
Moxonidine,18.61,17.47,518.62,0.7
Mupirocin,10.54,9.88,267.47,3.97
Mycophenolate mofetil,34.66,32.56,831.22,0.23
Mycophenolic sodium,145.74,136.64,723.86,0.87
Nabilone,844.31,789.95,2567.02,183.37
Nabumetone,19.92,18.7,447.29,2.66
Nadolol,16.25,15.25,435.02,0.71
Nafarelin acetate,83.34,77.97,147.16,49.05
Naftidrofuryl oxalate,18.79,17.66,470.33,0.83
Naldemedine,49.84,46.7,156.17,9.87
Nalmefene,98.98,92.63,635.04,19.95
Naloxegol,73.09,68.5,516.52,3.56
Naloxone hydrochloride,28.71,26.88,50.55,3.97
Naltrexone hydrochloride,106.24,99.64,1675.11,2.71
Naltrexone/bupropion,123.19,115.29,204.91,51.33
Nandrolone decanoate,5.28,4.95,5.94,2.98
Naphazoline hydrochloride,3.02,2.84,8.0,1.99
Naproxen,22.58,21.29,1873.05,0.04
Naratriptan hydrochloride,7.83,7.35,535.99,0.25
Nasal Products,7.6,7.13,232.96,0.89
Nateglinide,43.54,40.79,48.88,32.7
Nebivolol,8.38,7.94,297.5,0.08
Nedocromil sodium,20.84,19.51,74.75,2.69
Nefopam hydrochloride,14.8,14.03,543.78,0.16
Neomycin sulfate,6.87,6.47,121.11,1.86
Neostigmine metilsulfate,93.0,87.01,87.01,87.01
Nepafenac,24.51,22.95,195.49,13.96
Nicardipine hydrochloride,11.98,11.29,39.09,2.55
Nicorandil,13.35,12.66,390.68,0.55
Nicotinamide,91.11,85.32,704.4,1.39
Nicotinates,4.33,4.07,10.81,1.81
Nicotine,47.24,44.22,2698.06,0.27
Nicotine bitartrate,23.09,21.65,224.91,1.5
Nifedipine,19.01,17.87,1739.83,0.23
Night Drainage Bags,30.17,28.25,5123.24,0.2
Nimodipine,43.89,41.19,149.69,5.35
Nitisinone,3384.0,3165.75,3165.75,3165.75
Nitrazepam,20.67,19.49,4265.89,0.22
Nitrofurantoin,55.22,52.1,2509.24,0.23
Nizatidine,82.85,77.6,1309.87,1.54
Nonoxinol 9,17.51,16.39,102.92,10.29
Norethisterone,8.22,7.75,145.73,0.05
Norethisterone enantate,10.13,9.48,15.17,3.8
Normal immunoglobulin (Gamma globulin),138.0,129.11,129.11,129.11
Nortriptyline,7.81,7.49,722.85,0.13
Nystatin,8.52,8.02,2441.66,1.14
Octreotide acetate,834.32,780.58,6810.45,13.92
Oestrogens conjugated,5.01,4.75,45.43,0.2
Oestrogens conjugated with progestogen,8.96,8.42,48.82,1.13
Ofloxacin,36.82,34.54,538.17,2.03
Oils for the ear,3.4,3.19,9.38,1.92
Olanzapine,8.05,7.72,877.07,0.04
Olanzapine embonate,491.81,460.12,1249.75,208.3
Olmesartan medoxomil,17.5,16.42,612.51,0.42
Olmesartan medoxomil/amlodipine,32.2,30.15,380.71,8.05
Olmesartan medoxomil/amlodipine/hydrochlorothiazide,31.09,29.15,253.81,4.08
Olmesartan medoxomil/hydrochlorothiazide,25.17,23.57,145.45,3.14
Olodaterol,38.7,36.22,123.31,24.65
Olopatadine,16.79,15.74,456.62,4.38
Olsalazine sodium,289.33,270.74,2530.67,16.95
Omalizumab,213.46,199.7,239.64,119.82
Omega-3-acid ethyl esters,53.47,50.08,320.2,3.17
Omeprazole,59.03,55.84,5396.04,0.03
Ondansetron hydrochloride,31.69,29.71,1884.54,0.19
Opicapone,146.4,137.05,878.56,3.04
Opium and morphine,2.97,2.79,9.61,1.6
Oral Film Forming Agents,54.59,51.09,481.09,1.67
Oral rehydration salts,14.46,13.59,1746.03,0.43
Orlistat,108.25,101.34,1733.12,1.56
Orphenadrine hydrochloride,261.33,244.53,1955.39,0.65
Oseltamivir phosphate,23.1,21.65,187.57,7.23
Ospemifene,55.97,52.38,147.83,34.43
Other Appliances,18.64,17.48,2761.59,0.03
Other HIV infection preparations,929.65,869.7,1493.37,492.04
Other alcohol and saline preparations,8.22,7.7,7.7,7.7
Other amino acidandnutritional agent preparations,119.27,111.98,4605.02,1.16
Other anti-inflammatory preparations,3.55,3.33,3.33,3.33
Other antiperspirant preparations,6.9,6.47,8.62,4.32
Other antiviral preparations,3.16,2.97,4.45,1.49
Other barrier preparations,4.74,4.45,41.94,2.1
Other base/diluent/suspending agent/stabiliser preparations,65.59,61.39,1899.81,0.26
Other bisphosphonate and other preparations,31.37,29.41,89.56,4.6
Other calcium supplement preparations,36.27,33.97,215.91,4.11
Other camouflage preparations,24.31,28.52,308.41,6.44
"Other colour, flavour and sweetening preparations",23.51,22.01,73.74,14.8
Other compound vitamin/mineral formulation preparations,12.03,11.84,243.3,0.21
Other concentrated water preparations,62.93,58.88,379.26,10.47
Other cordial/soft drink preparations,72.77,68.09,1229.95,2.93
Other digestive aid preparations,55.78,52.9,546.46,1.1
Other eczema preparations,33.89,33.4,55.39,13.96
Other emollient preparations,31.4,29.43,2044.27,0.05
Other enzyme preparations 0911020,72.58,68.65,8958.35,0.64
Other expectorantand demulcent cough preparations,5.29,4.97,8.06,3.09
Other eye tear/lubricant/astringent preparations,14.61,13.71,854.01,5.96
Other food for special diet preparations,170.71,159.77,6799.61,0.94
Other food preparations,169.71,158.79,3212.95,1.71
Other health supplement preparations,11.4,10.94,443.66,0.15
Other homeopathic preparations,12.81,14.61,69.51,2.78
Other individually formulated bought in preparations,40.42,38.21,5784.71,0.0
Other magnesium preparations,3.92,4.47,36.78,0.25
Other mineral formulation preparations,7.86,7.47,22.55,1.73
Other minor cut and abrasion preparations,2.29,2.15,2.15,2.15
Other miscellaneous topical preparations,29.2,31.48,430.34,3.77
"Other mouth wash, gargle and dentifrice preparations",8.72,8.17,22.4,2.81
Other multivitamin preparations,19.84,18.77,684.19,0.11
Other neuromuscularar transmisson preparations,1183.23,1106.92,1697.94,515.9
Other non-opioid analgesic preparations,9.36,8.77,27.7,3.47
Other oil preparations,3.44,3.29,25.56,0.1
Other oral iron preparations,16.34,15.3,119.05,0.44
Other osmotic laxative preparations,71.71,67.13,651.26,11.63
Other otitis external preparations,141.13,132.04,302.26,51.17
Other pantothenic acid preparations,100.12,93.89,93.89,93.89
Other phosphate supplement preparations,26.68,25.07,1493.95,3.63
Other preparations,17.4,16.32,61.54,0.65
Other psoriasis preparations,8.85,8.32,15.22,3.15
Other purified water preparations,10.12,9.5,99.36,0.04
Other selenium preparations,15.68,16.11,352.56,0.18
Other shampoo and scalp preparations,46.12,43.16,109.18,26.66
Other single substance preparations,10.84,10.16,123.27,0.44
Other soothing haemorrhoidal preparations,3.65,3.43,8.58,2.15
Other sunscreening preparations,16.61,15.64,258.67,2.69
Other test for helicobacter pylori preparations,43.03,42.85,551.1,18.71
Other tincture preparations,10.43,9.76,13.02,6.5
Other toiletry preparations,12.47,11.7,294.19,0.44
Other topical anaesthetic and antipruritic preparations,4.02,3.77,5.03,2.52
Other topical circulatory preparations,6.12,5.73,7.65,3.82
Other topical corticosteroid preparations,39.78,37.22,102.45,34.15
Other topical nasal decongestant preparations,3.25,3.05,8.02,2.0
Other treatment of dry mouth preparations,3.38,3.18,19.49,2.1
Other urological pain preparations,300.1,280.77,1685.43,5.44
Other vitamin A preparations 0906011,13.88,13.46,64.96,1.91
Other vitamin B compound preparations,6.36,10.59,46.15,2.98
Other vitamin B preparations,498.14,466.8,11463.66,0.34
Other vitamin D preparations,4.02,3.87,3.87,3.87
Other x-ray contrast media preparations,350.0,327.44,327.44,327.44
Other zinc preparations,5.85,12.86,54.39,1.79
Oxandrolone,800.85,749.2,1385.29,113.11
Oxazepam,8.47,8.0,81.84,0.23
Oxcarbazepine,44.27,41.55,549.66,0.22
Oxitriptan,27.71,34.01,52.71,19.83
Oxybuprocaine hydrochloride,18.18,17.02,49.41,0.5
Oxybutynin,29.04,27.28,2840.64,0.13
Oxybutynin hydrochloride,649.8,607.9,810.53,405.27
Oxycodone hydrochloride,40.23,37.72,7082.54,0.14
Oxycodone hydrochloride/naloxone hydrochloride,87.96,82.34,950.19,1.53
